county_state_id,pop_hispan_prop,pop_un_st,state_name,county_name,pop_un_co,state_id,county_id,pop_co,pop_st,state_abbrev,semester,snap_beneficiaries,snap_biannual_chan,sem,pop_un_co_per,pop_un_st_per,year,month,date
12009,.0195430320067938,656000,Florida,Brevard County,,12,009,560683,19934451,FL,0718,68270,-5.924017142305948,Jul18,,3.290785384558622,2018,7,July2018
12011,.040043333674462,656000,Florida,Broward County,98000,12,011,1863780,19934451,FL,0116,296771,1.188259923760415,Jan16,5.25813132451255,3.290785384558622,2016,1,January2016
12013,.004659924648027,656000,Florida,Calhoun County,,12,013,14550,19934451,FL,0717,2508,-2.031249999999996,Jul17,,3.290785384558622,2017,7,July2017
12015,.0114203422753609,656000,Florida,Charlotte County,,12,015,169642,19934451,FL,0119,14774,-3.146715615576245,Jan19,,3.290785384558622,2019,1,January2019
12017,.0139846077911632,656000,Florida,Citrus County,,12,017,140453,19934451,FL,0116,25252,-.0158378207158694,Jan16,,3.290785384558622,2016,1,January2016
12019,.0168709144244085,656000,Florida,Clay County,,12,019,200346,19934451,FL,0116,25471,.505070433650312,Jan16,,3.290785384558622,2016,1,January2016
12021,.1074747380999339,656000,Florida,Collier County,25000,12,021,348236,19934451,FL,0117,26406,-2.156514006224985,Jan17,7.179039501946956,3.290785384558622,2017,1,January2017
12023,.0108521663637104,656000,Florida,Columbia County,,12,023,68198,19934451,FL,0115,16160,,Jan15,,3.290785384558622,2015,1,January2015
12027,.0320394978727874,656000,Florida,DeSoto County,,12,027,35134,19934451,FL,0717,6089,-5.155763239875388,Jul17,,3.290785384558622,2017,7,July2017
12029,.0087493566649511,656000,Florida,Dixie County,,12,029,16084,19934451,FL,0715,3972,.9916094584286883,Jul15,,3.290785384558622,2015,7,July2015
12031,.0181898409729376,656000,Florida,Duval County,14000,12,031,900890,19934451,FL,0717,166852,-2.097097860655062,Jul17,1.554018803627524,3.290785384558622,2017,7,July2017
12033,.0163739015930666,656000,Florida,Escambia County,,12,033,309574,19934451,FL,0116,63811,.4186009914233901,Jan16,,3.290785384558622,2016,1,January2016
12035,.0172271602675708,656000,Florida,Flagler County,,12,035,102917,19934451,FL,0117,12672,-.4790701327259894,Jan17,,3.290785384558622,2017,1,January2017
12037,.0091371883566114,656000,Florida,Franklin County,,12,037,11705,19934451,FL,0715,2091,-9.948320413436695,Jul15,,3.290785384558622,2015,7,July2015
12039,.0151329243353783,656000,Florida,Gadsden County,,12,039,46153,19934451,FL,0118,11035,.0181274358741934,Jan18,,3.290785384558622,2018,1,January2018
12041,.0098838217444078,656000,Florida,Gilchrist County,,12,041,17033,19934451,FL,0716,3147,-5.919282511210766,Jul16,,3.290785384558622,2016,7,July2016
12045,.0137924563708013,656000,Florida,Gulf County,,12,045,15851,19934451,FL,0117,2098,2.843137254901951,Jan17,,3.290785384558622,2017,1,January2017
12047,.0069626754936651,656000,Florida,Hamilton County,,12,047,14362,19934451,FL,0716,3172,-12.08425720620843,Jul16,,3.290785384558622,2016,7,July2016
12049,.1669848805407916,656000,Florida,Hardee County,,12,049,27302,19934451,FL,0118,6069,1.301952929394101,Jan18,,3.290785384558622,2018,1,January2018
12051,.1284477660089252,656000,Florida,Hendry County,,12,051,38376,19934451,FL,0117,11588,-2.285184248250272,Jan17,,3.290785384558622,2017,1,January2017
12053,.0187546380624705,656000,Florida,Hernando County,,12,053,176797,19934451,FL,0117,30886,-.6785220439270656,Jan17,,3.290785384558622,2017,1,January2017
12055,.0371586079198754,656000,Florida,Highlands County,,12,055,98862,19934451,FL,0717,18664,-2.046814317203738,Jul17,,3.290785384558622,2017,7,July2017
12057,.0992258156309154,656000,Florida,Hillsborough County,43000,12,057,1323059,19934451,FL,0715,280151,-.8318554624585417,Jul15,3.2500440267592,3.290785384558622,2015,7,July2015
12059,.0080825918630714,656000,Florida,Holmes County,,12,059,19569,19934451,FL,0715,3761,-7.501229709788493,Jul15,,3.290785384558622,2015,7,July2015
12061,.0230733271003072,656000,Florida,Indian River County,,12,061,145342,19934451,FL,0718,16511,-4.709413054770017,Jul18,,3.290785384558622,2018,7,July2018
12063,.011084435817541,656000,Florida,Jackson County,,12,063,48721,19934451,FL,0118,8838,-.2820715333408552,Jan18,,3.290785384558622,2018,1,January2018
12065,.0067270858637765,656000,Florida,Jefferson County,,12,065,14082,19934451,FL,0716,2288,-12.50478011472276,Jul16,,3.290785384558622,2016,7,July2016
12067,.0077229696063777,656000,Florida,Lafayette County,,12,067,8742,19934451,FL,0716,1109,-11.9142176330421,Jul16,,3.290785384558622,2016,7,July2016
12069,.0223240780475334,656000,Florida,Lake County,,12,069,317586,19934451,FL,0119,42921,-2.959529730951838,Jan19,,3.290785384558622,2019,1,January2019
12071,.027747055986202,656000,Florida,Lee County,27000,12,071,680970,19934451,FL,0717,93897,-4.296110567514678,Jul17,3.964932375875589,3.290785384558622,2017,7,July2017
12073,.0163398472974337,656000,Florida,Leon County,,12,073,284788,19934451,FL,0115,44377,,Jan15,,3.290785384558622,2015,1,January2015
12075,.0129843985908405,656000,Florida,Levy County,,12,075,39707,19934451,FL,0715,8388,-2.804171494785634,Jul15,,3.290785384558622,2015,7,July2015
12077,.0070422535211268,656000,Florida,Liberty County,,12,077,8285,19934451,FL,0119,1071,-7.19237435008665,Jan19,,3.290785384558622,2019,1,January2019
12079,.009348937315039,656000,Florida,Madison County,,12,079,18560,19934451,FL,0717,3768,-1.180173092053505,Jul17,,3.290785384558622,2017,7,July2017
12081,.0214561916438744,656000,Florida,Manatee County,13000,12,081,353411,19934451,FL,0717,41159,-4.410330252217943,Jul17,3.678436720984916,3.290785384558622,2017,7,July2017
12083,.0164256965817897,656000,Florida,Marion County,,12,083,340341,19934451,FL,0116,71865,.458503990941761,Jan16,,3.290785384558622,2016,1,January2016
12085,.0325553785109507,656000,Florida,Martin County,,12,085,153592,19934451,FL,0717,12839,-4.064858402450866,Jul17,,3.290785384558622,2017,7,July2017
12087,.1167557650333723,656000,Florida,Monroe County,,12,087,77150,19934451,FL,0717,6569,-5.454807138744966,Jul17,,3.290785384558622,2017,7,July2017
12089,.0136381505337325,656000,Florida,Nassau County,,12,089,77187,19934451,FL,0119,7161,-2.650897226753668,Jan19,,3.290785384558622,2019,1,January2019
12091,.0234411243007232,656000,Florida,Okaloosa County,,12,091,195798,19934451,FL,0119,18752,.4499678594386047,Jan19,,3.290785384558622,2019,1,January2019
12093,.0474802371541502,656000,Florida,Okeechobee County,,12,093,39420,19934451,FL,0117,8970,.1339584728734078,Jan17,,3.290785384558622,2017,1,January2017
12095,.041879681369635,656000,Florida,Orange County,52000,12,095,1256055,19934451,FL,0118,224082,5.605406526288004,Jan18,4.139946101086338,3.290785384558622,2018,1,January2018
12097,.0220902996526936,656000,Florida,Osceola County,11000,12,097,311962,19934451,FL,0115,77450,,Jan15,3.526070482943435,3.290785384558622,2015,1,January2015
12099,.0479045225696693,656000,Florida,Palm Beach County,72000,12,099,1398757,19934451,FL,0117,169472,-.8535607935365785,Jan17,5.147427322973183,3.290785384558622,2017,1,January2017
12101,.0243024534839886,656000,Florida,Pasco County,,12,101,488310,19934451,FL,0118,74150,4.389570897623596,Jan18,,3.290785384558622,2018,1,January2018
12103,.014448264121517,656000,Florida,Pinellas County,15000,12,103,939548,19934451,FL,0716,124466,-14.3468626560414,Jul16,1.596512365520442,3.290785384558622,2016,7,July2016
12105,.0299797756712492,656000,Florida,Polk County,17000,12,105,637691,19934451,FL,0117,135321,.6208824710378869,Jan17,2.665867951719563,3.290785384558622,2017,1,January2017
12107,.0122262139297717,656000,Florida,Putnam County,,12,107,72304,19934451,FL,0716,18303,-11.74598582381021,Jul16,,3.290785384558622,2016,7,July2016
12109,.0218310820030018,656000,Florida,St. Johns County,,12,109,218362,19934451,FL,0119,12346,-2.295030072807847,Jan19,,3.290785384558622,2019,1,January2019
12111,.0192733110158376,656000,Florida,St. Lucie County,,12,111,293136,19934451,FL,0118,46169,1.243366519012334,Jan18,,3.290785384558622,2018,1,January2018
12113,.0134348808655266,656000,Florida,Santa Rosa County,,12,113,163903,19934451,FL,0717,15903,-2.531257661191466,Jul17,,3.290785384558622,2017,7,July2017
12115,.0147743061564554,656000,Florida,Sarasota County,8000,12,115,398011,19934451,FL,0119,27890,-4.095457515216117,Jan19,2.009994698638983,3.290785384558622,2019,1,January2019
12117,.0286895277938493,656000,Florida,Seminole County,8000,12,117,442905,19934451,FL,0115,53487,,Jan15,1.80625642067712,3.290785384558622,2015,1,January2015
12119,.0208058668424522,656000,Florida,Sumter County,,12,119,113589,19934451,FL,0718,8692,-5.253978635273604,Jul18,,3.290785384558622,2018,7,July2018
12121,.0120698164849464,656000,Florida,Suwannee County,,12,121,43653,19934451,FL,0116,9649,1.568421052631574,Jan16,,3.290785384558622,2016,1,January2016
12123,.0080927648266699,656000,Florida,Taylor County,,12,123,22582,19934451,FL,0119,4788,33.07392996108949,Jan19,,3.290785384558622,2019,1,January2019
12125,.0262640173126107,656000,Florida,Union County,,12,125,15159,19934451,FL,0716,2475,-8.06092124814265,Jul16,,3.290785384558622,2016,7,July2016
12127,.0159376714922824,656000,Florida,Volusia County,,12,127,510806,19934451,FL,0116,95651,.56881505625066,Jan16,,3.290785384558622,2016,1,January2016
12129,.0094287806664226,656000,Florida,Wakulla County,,12,129,31314,19934451,FL,0716,3938,-11.42600089968511,Jul16,,3.290785384558622,2016,7,July2016
12131,.0081220657276995,656000,Florida,Walton County,,12,131,61528,19934451,FL,0716,7825,-14.17132828781398,Jul16,,3.290785384558622,2016,7,July2016
12133,.0079261148252809,656000,Florida,Washington County,,12,133,24627,19934451,FL,0119,3209,-18.94417782268249,Jan19,,3.290785384558622,2019,1,January2019
17001,.004233025984912,487000,Illinois,Adams County,,17,001,66949,12851684,IL,0717,15233,-.8397344095820825,Jul17,,3.789386667148056,2017,7,July2017
17003,.0083985649054142,487000,Illinois,Alexander County,,17,003,7051,12851684,IL,0116,0,,Jan16,,3.789386667148056,2016,1,January2016
17005,.0036365877712032,487000,Illinois,Bond County,,17,005,17137,12851684,IL,0116,0,,Jan16,,3.789386667148056,2016,1,January2016
17011,.0206831313596155,487000,Illinois,Bureau County,,17,011,33822,12851684,IL,0118,6489,1.565190170605724,Jan18,,3.789386667148056,2018,1,January2018
17015,.0125672293519357,487000,Illinois,Carroll County,,17,015,14793,12851684,IL,0715,0,,Jul15,,3.789386667148056,2015,7,July2015
17017,.0051710421638823,487000,Illinois,Cass County,,17,017,13068,12851684,IL,0116,3110,-2.078085642317384,Jan16,,3.789386667148056,2016,1,January2016
17019,.0142797693359491,487000,Illinois,Champaign County,,17,019,206420,12851684,IL,0718,28012,-3.069310356759747,Jul18,,3.789386667148056,2018,7,July2018
17021,.0029529692241006,487000,Illinois,Christian County,,17,021,33888,12851684,IL,0718,5459,-4.160814606741569,Jul18,,3.789386667148056,2018,7,July2018
17025,.0030753124386573,487000,Illinois,Clay County,,17,025,13466,12851684,IL,0116,0,,Jan16,,3.789386667148056,2016,1,January2016
17027,.0056412300334182,487000,Illinois,Clinton County,,17,027,37858,12851684,IL,0715,0,,Jul15,,3.789386667148056,2015,7,July2015
17029,.0048283666540928,487000,Illinois,Coles County,,17,029,52802,12851684,IL,0119,23048,2.768983814152581,Jan19,,3.789386667148056,2019,1,January2019
17031,.0950543469260766,487000,Illinois,Cook County,307000,17,031,5227575,12851684,IL,0716,921166,-.1137478787484492,Jul16,5.872703882775475,3.789386667148056,2016,7,July2016
17033,.0036987222595831,487000,Illinois,Crawford County,,17,033,19441,12851684,IL,0117,3559,-3.523990241257791,Jan17,,3.789386667148056,2017,1,January2017
17037,.0192909766723065,487000,Illinois,DeKalb County,,17,037,104458,12851684,IL,0716,12604,2.280288890692206,Jul16,,3.789386667148056,2016,7,July2016
17041,.0105694346111055,487000,Illinois,Douglas County,,17,041,19770,12851684,IL,0115,0,,Jan15,,3.789386667148056,2015,1,January2015
17043,.0262478864175194,487000,Illinois,DuPage County,37000,17,043,930514,12851684,IL,0715,68703,.9521710381309223,Jul15,3.976296971351317,3.789386667148056,2015,7,July2015
17045,.0048331415420023,487000,Illinois,Edgar County,,17,045,17828,12851684,IL,0115,0,,Jan15,,3.789386667148056,2015,1,January2015
17049,.0029830125286526,487000,Illinois,Effingham County,,17,049,34356,12851684,IL,0115,0,,Jan15,,3.789386667148056,2015,1,January2015
17051,.0061706152598865,487000,Illinois,Fayette County,,17,051,22025,12851684,IL,0116,0,,Jan16,,3.789386667148056,2016,1,January2016
17055,.0038887988703965,487000,Illinois,Franklin County,,17,055,39503,12851684,IL,0119,9871,4.069583552978395,Jan19,,3.789386667148056,2019,1,January2019
17057,.0033099162388544,487000,Illinois,Fulton County,,17,057,36047,12851684,IL,0115,6179,,Jan15,,3.789386667148056,2015,1,January2015
17061,.0036012244163015,487000,Illinois,Greene County,,17,061,13390,12851684,IL,0117,0,,Jan17,,3.789386667148056,2017,1,January2017
17065,.0051835853131749,487000,Illinois,Hamilton County,,17,065,8251,12851684,IL,0715,0,,Jul15,,3.789386667148056,2015,7,July2015
17067,.0040624869120911,487000,Illinois,Hancock County,,17,067,18633,12851684,IL,0716,0,,Jul16,,3.789386667148056,2016,7,July2016
17073,.013664124771402,487000,Illinois,Henry County,,17,073,49681,12851684,IL,0715,6706,1.467695566651539,Jul15,,3.789386667148056,2015,7,July2015
17075,.013009461426492,487000,Illinois,Iroquois County,,17,075,28814,12851684,IL,0118,0,,Jan18,,3.789386667148056,2018,1,January2018
17077,.0120483868369763,487000,Illinois,Jackson County,,17,077,59188,12851684,IL,0119,14246,5.713861680023746,Jan19,,3.789386667148056,2019,1,January2019
17081,.0052361702704902,487000,Illinois,Jefferson County,,17,081,38523,12851684,IL,0718,10277,-2.421192556019747,Jul18,,3.789386667148056,2018,7,July2018
17083,.0048223834988541,487000,Illinois,Jersey County,,17,083,22441,12851684,IL,0115,6585,,Jan15,,3.789386667148056,2015,1,January2015
17085,.0051921521896412,487000,Illinois,Jo Daviess County,,17,085,22186,12851684,IL,0118,0,,Jan18,,3.789386667148056,2018,1,January2018
17089,.0938129703130332,487000,Illinois,Kane County,38000,17,089,526615,12851684,IL,0119,85436,1.781012854266684,Jan19,7.215897762122234,3.789386667148056,2019,1,January2019
17091,.0121667978581771,487000,Illinois,Kankakee County,,17,091,111493,12851684,IL,0717,23808,-3.81771906435584,Jul17,,3.789386667148056,2017,7,July2017
17093,.0302134293855169,487000,Illinois,Kendall County,,17,093,121452,12851684,IL,0716,0,,Jul16,,3.789386667148056,2016,7,July2016
17095,.0201600467479345,487000,Illinois,Knox County,,17,095,51752,12851684,IL,0119,9643,1.869849989435868,Jan19,,3.789386667148056,2019,1,January2019
17097,.0478323958662128,487000,Illinois,Lake County,35000,17,097,702890,12851684,IL,0115,67416,,Jan15,4.979442017954446,3.789386667148056,2015,1,January2015
17099,.0241060987278075,487000,Illinois,LaSalle County,,17,099,111935,12851684,IL,0119,20985,4.330317192005562,Jan19,,3.789386667148056,2019,1,January2019
17101,.0052226652440052,487000,Illinois,Lawrence County,,17,101,16582,12851684,IL,0115,2365,,Jan15,,3.789386667148056,2015,1,January2015
17105,.015057701110656,487000,Illinois,Livingston County,,17,105,37278,12851684,IL,0116,0,,Jan16,,3.789386667148056,2016,1,January2016
17107,.006005630278386,487000,Illinois,Logan County,,17,107,29820,12851684,IL,0715,8253,-3.360655737704921,Jul15,,3.789386667148056,2015,7,July2015
17109,.0077899903959023,487000,Illinois,McDonough County,,17,109,31727,12851684,IL,0116,4007,-.0249500998004026,Jan16,,3.789386667148056,2016,1,January2016
17111,.0204534236664706,487000,Illinois,McHenry County,,17,111,307083,12851684,IL,0118,19336,-.9426229508196715,Jan18,,3.789386667148056,2018,1,January2018
17113,.009392863438342,487000,Illinois,McLean County,,17,113,173254,12851684,IL,0119,24273,2.283932409085154,Jan19,,3.789386667148056,2019,1,January2019
17115,.0056718258711392,487000,Illinois,Macon County,,17,115,108404,12851684,IL,0118,24464,-.2202463496206897,Jan18,,3.789386667148056,2018,1,January2018
17117,.0048193746962579,487000,Illinois,Macoupin County,,17,117,46482,12851684,IL,0116,6829,-1.712723085780077,Jan16,,3.789386667148056,2016,1,January2016
17119,.0100318754753006,487000,Illinois,Madison County,,17,119,266759,12851684,IL,0118,39307,-.2411045124612987,Jan18,,3.789386667148056,2018,1,January2018
17121,.0059590401607343,487000,Illinois,Marion County,,17,121,38503,12851684,IL,0716,16093,.2554198853725431,Jul16,,3.789386667148056,2016,7,July2016
17123,.0037295393328269,487000,Illinois,Marshall County,,17,123,12060,12851684,IL,0715,0,,Jul15,,3.789386667148056,2015,7,July2015
17125,.0048840048840049,487000,Illinois,Mason County,,17,125,13931,12851684,IL,0119,2442,2.994517081400261,Jan19,,3.789386667148056,2019,1,January2019
17127,.0040929495642989,487000,Illinois,Massac County,,17,127,14883,12851684,IL,0117,3913,2.892453326321331,Jan17,,3.789386667148056,2017,1,January2017
17135,.0053967051694755,487000,Illinois,Montgomery County,,17,135,29301,12851684,IL,0718,6070,1.386337063637888,Jul18,,3.789386667148056,2018,7,July2018
17137,.006436877076412,487000,Illinois,Morgan County,,17,137,34801,12851684,IL,0115,7090,,Jan15,,3.789386667148056,2015,1,January2015
17139,.0047435721160456,487000,Illinois,Moultrie County,,17,139,14915,12851684,IL,0718,9088,,Jul18,,3.789386667148056,2018,7,July2018
17141,.0227243299236048,487000,Illinois,Ogle County,,17,141,52034,12851684,IL,0119,8996,,Jan19,,3.789386667148056,2019,1,January2019
17143,.0123328625117913,487000,Illinois,Peoria County,,17,143,186818,12851684,IL,0716,38445,.4625274380683608,Jul16,,3.789386667148056,2016,7,July2016
